date,trade_type,price,portfolio_value,profitable,position_from,position_to,exit_reason
2021-05-26 14:15:00+00:00,Short,13703.5,99995.0,False,0.0,13703.5,
2021-05-26 14:20:00+00:00,Flat,13704.25,99990.0,False,13703.5,0.0,
2021-05-26 14:25:00+00:00,Short,13704.25,99985.0,False,0.0,0.0,
2021-05-26 14:30:00+00:00,Flat,13700.25,100005.0,True,0.0,0.0,
2021-05-26 14:35:00+00:00,Short,13699.0,100000.0,False,0.0,0.0,
2021-05-26 14:40:00+00:00,Flat,13705.5,99995.0,False,0.0,0.0,
2021-05-26 14:45:00+00:00,Short,13705.5,99990.0,False,0.0,0.0,
2021-05-26 14:50:00+00:00,Flat,13703.5,100005.0,True,0.0,0.0,
2021-05-26 14:55:00+00:00,Short,13702.5,100000.0,False,0.0,0.0,
2021-05-26 15:00:00+00:00,Flat,13695.25,100055.0,True,0.0,0.0,
2021-05-26 15:15:00+00:00,Short,13700.75,100050.0,False,0.0,0.0,
2021-05-26 15:20:00+00:00,Flat,13703.75,100080.0,False,0.0,0.0,
2021-05-26 15:25:00+00:00,Short,13702.0,100075.0,False,0.0,0.0,
2021-05-26 15:30:00+00:00,Flat,13693.75,100130.0,True,0.0,0.0,
2021-05-26 16:05:00+00:00,Short,13702.5,100125.0,False,0.0,0.0,
2021-05-26 16:10:00+00:00,Flat,13705.25,100120.0,False,0.0,0.0,
2021-05-26 16:30:00+00:00,Short,13705.25,100115.0,False,0.0,0.0,
2021-05-26 16:35:00+00:00,Flat,13701.5,100110.0,True,0.0,0.0,
2021-05-26 16:40:00+00:00,Short,13701.5,100105.0,False,0.0,0.0,
2021-05-26 16:45:00+00:00,Flat,13701.75,100030.0,False,0.0,0.0,
2021-05-26 16:50:00+00:00,Short,13705.25,100025.0,False,0.0,0.0,
2021-05-26 16:55:00+00:00,Flat,13702.75,99895.0,True,0.0,0.0,
2021-05-26 18:00:00+00:00,Short,13709.0,99890.0,False,0.0,0.0,
2021-05-26 18:05:00+00:00,Flat,13705.0,99770.0,True,0.0,0.0,
2021-05-26 18:10:00+00:00,Short,13710.75,99765.0,False,0.0,0.0,
2021-05-26 18:15:00+00:00,Flat,13714.25,99725.0,False,0.0,0.0,
2021-05-26 18:20:00+00:00,Short,13716.0,99720.0,False,0.0,0.0,
2021-05-26 18:25:00+00:00,Flat,13714.75,99815.0,True,0.0,0.0,
2021-05-26 18:30:00+00:00,Short,13709.75,99810.0,False,0.0,0.0,
2021-05-26 18:35:00+00:00,Flat,13706.0,99765.0,True,0.0,0.0,
2021-05-26 18:40:00+00:00,Short,13708.0,99760.0,False,0.0,0.0,
2021-05-26 18:45:00+00:00,Flat,13705.75,99745.0,True,0.0,0.0,
2021-05-26 18:50:00+00:00,Short,13706.25,99740.0,False,0.0,0.0,
2021-05-26 18:55:00+00:00,Flat,13704.25,99780.0,True,0.0,0.0,
2021-05-27 16:30:00+00:00,Short,13684.0,99775.0,False,0.0,0.0,
2021-05-27 16:35:00+00:00,Flat,13684.75,99720.0,False,0.0,0.0,
2021-05-27 16:40:00+00:00,Short,13687.25,99715.0,False,0.0,0.0,
2021-05-27 16:45:00+00:00,Flat,13687.75,99640.0,False,0.0,0.0,
2021-05-27 16:50:00+00:00,Short,13691.25,99635.0,False,0.0,0.0,
2021-05-27 16:55:00+00:00,Flat,13692.75,99585.0,False,0.0,0.0,
2021-05-27 18:00:00+00:00,Short,13695.0,99580.0,False,0.0,0.0,
2021-05-27 18:05:00+00:00,Flat,13691.25,99545.0,True,0.0,0.0,
2021-05-27 18:10:00+00:00,Short,13692.75,99540.0,False,0.0,0.0,
2021-05-27 18:15:00+00:00,Flat,13688.75,99525.0,True,0.0,0.0,
2021-05-27 18:20:00+00:00,Short,13689.25,99520.0,False,0.0,0.0,
2021-05-27 18:25:00+00:00,Flat,13687.75,99505.0,True,0.0,0.0,
2021-05-27 18:55:00+00:00,Short,13691.5,99500.0,False,0.0,0.0,
2021-05-27 19:00:00+00:00,Flat,13690.0,99490.0,True,0.0,0.0,
2021-05-28 14:25:00+00:00,Short,13729.5,99485.0,False,0.0,0.0,
2021-05-28 14:30:00+00:00,Flat,13728.5,99490.0,True,0.0,0.0,
2021-05-28 14:35:00+00:00,Short,13728.0,99485.0,False,0.0,0.0,
2021-05-28 14:40:00+00:00,Flat,13732.25,99410.0,False,0.0,0.0,
2021-05-28 14:45:00+00:00,Short,13735.75,99405.0,False,0.0,0.0,
2021-05-28 14:55:00+00:00,Flat,13731.75,99510.0,True,0.0,0.0,
2021-05-28 15:00:00+00:00,Short,13730.5,99505.0,False,0.0,0.0,
2021-05-28 15:05:00+00:00,Flat,13727.5,99700.0,True,0.0,0.0,
2021-05-28 15:10:00+00:00,Short,13717.5,99695.0,False,0.0,0.0,
2021-05-28 15:15:00+00:00,Flat,13721.5,99725.0,False,0.0,0.0,
2021-05-28 15:20:00+00:00,Short,13719.75,99720.0,False,0.0,0.0,
2021-05-28 15:25:00+00:00,Flat,13723.25,99810.0,False,0.0,0.0,
2021-05-28 15:30:00+00:00,Short,13718.5,99805.0,False,0.0,0.0,
2021-05-28 15:35:00+00:00,Flat,13724.5,99995.0,False,0.0,0.0,
2021-05-31 18:00:00+00:00,Short,13674.0,99990.0,False,0.0,0.0,
2021-05-31 18:05:00+00:00,Flat,13678.0,100020.0,False,0.0,0.0,
2021-05-31 18:10:00+00:00,Short,13676.25,100015.0,False,0.0,0.0,
2021-05-31 19:30:00+00:00,Flat,13682.75,99885.0,False,0.0,0.0,
2021-05-31 19:35:00+00:00,Short,13681.75,99880.0,False,0.0,0.0,
2021-05-31 19:45:00+00:00,Flat,13685.5,99945.0,False,0.0,0.0,
2021-05-31 19:50:00+00:00,Short,13685.5,99940.0,False,0.0,0.0,
2021-05-31 20:00:00+00:00,Flat,13686.0,100600.0,False,0.0,0.0,
2021-06-01 13:30:00+00:00,Short,13653.0,100595.0,False,0.0,0.0,
2021-06-01 13:35:00+00:00,Flat,13653.25,100655.0,False,0.0,0.0,
2021-06-01 13:40:00+00:00,Short,13650.0,100650.0,False,0.0,0.0,
2021-06-01 13:45:00+00:00,Flat,13651.75,100610.0,False,0.0,0.0,
2021-06-01 13:50:00+00:00,Short,13653.5,100605.0,False,0.0,0.0,
2021-06-01 13:55:00+00:00,Flat,13660.25,100560.0,False,0.0,0.0,
2021-06-01 14:00:00+00:00,Short,13662.25,100555.0,False,0.0,0.0,
2021-06-01 14:05:00+00:00,Flat,13660.75,100560.0,True,0.0,0.0,
2021-06-01 14:10:00+00:00,Short,13660.25,100555.0,False,0.0,0.0,
2021-06-01 14:50:00+00:00,Flat,13686.0,100030.0,False,0.0,0.0,
2021-06-01 14:55:00+00:00,Short,13689.0,100025.0,False,0.0,0.0,
2021-06-01 15:05:00+00:00,Flat,13683.75,100110.0,True,0.0,0.0,
2021-06-01 15:10:00+00:00,Short,13682.5,100105.0,False,0.0,0.0,
2021-06-01 15:20:00+00:00,Flat,13681.0,100330.0,True,0.0,0.0,
2021-06-01 15:25:00+00:00,Short,13669.75,100325.0,False,0.0,0.0,
2021-06-01 15:30:00+00:00,Flat,13659.25,100340.0,True,0.0,0.0,
2021-06-01 15:45:00+00:00,Short,13667.0,100335.0,False,0.0,0.0,
2021-06-01 15:50:00+00:00,Flat,13662.25,100555.0,True,0.0,0.0,
2021-06-01 16:05:00+00:00,Short,13653.5,100550.0,False,0.0,0.0,
2021-06-01 16:10:00+00:00,Flat,13649.25,100535.0,True,0.0,0.0,
2021-06-01 16:30:00+00:00,Short,13649.75,100530.0,False,0.0,0.0,
2021-06-01 16:35:00+00:00,Flat,13653.75,100565.0,False,0.0,0.0,
2021-06-01 16:40:00+00:00,Short,13651.75,100560.0,False,0.0,0.0,
2021-06-01 16:45:00+00:00,Flat,13645.75,100555.0,True,0.0,0.0,
2021-06-01 16:50:00+00:00,Short,13645.75,100550.0,False,0.0,0.0,
2021-06-01 16:55:00+00:00,Flat,13647.5,100770.0,False,0.0,0.0,
2021-06-02 16:00:00+00:00,Short,13675.0,100765.0,False,0.0,0.0,
2021-06-02 16:05:00+00:00,Flat,13678.25,100775.0,False,0.0,0.0,
2021-06-02 16:10:00+00:00,Short,13677.5,100770.0,False,0.0,0.0,
2021-06-02 16:30:00+00:00,Flat,13666.75,100730.0,True,0.0,0.0,
2021-06-02 16:35:00+00:00,Short,13668.5,100725.0,False,0.0,0.0,
2021-06-02 16:40:00+00:00,Flat,13671.5,100750.0,False,0.0,0.0,
2021-06-02 16:45:00+00:00,Short,13670.0,100745.0,False,0.0,0.0,
2021-06-02 16:50:00+00:00,Flat,13673.0,100660.0,False,0.0,0.0,
2021-06-02 16:55:00+00:00,Short,13677.0,100655.0,False,0.0,0.0,
2021-06-02 18:00:00+00:00,Flat,13682.75,100665.0,False,0.0,0.0,
2021-06-02 18:05:00+00:00,Short,13682.0,100660.0,False,0.0,0.0,
2021-06-02 18:10:00+00:00,Flat,13681.0,100650.0,True,0.0,0.0,
2021-06-02 18:15:00+00:00,Short,13681.25,100645.0,False,0.0,0.0,
2021-06-02 18:20:00+00:00,Flat,13682.5,100625.0,False,0.0,0.0,
2021-06-02 18:25:00+00:00,Short,13683.25,100620.0,False,0.0,0.0,
2021-06-02 18:30:00+00:00,Flat,13683.0,100715.0,True,0.0,0.0,
2021-06-04 14:40:00+00:00,Short,13778.75,100710.0,False,0.0,0.0,
2021-06-04 14:45:00+00:00,Flat,13782.5,100750.0,False,0.0,0.0,
2021-06-04 14:50:00+00:00,Short,13780.25,100745.0,False,0.0,0.0,
2021-06-04 14:55:00+00:00,Flat,13775.0,100795.0,True,0.0,0.0,
2021-06-04 15:00:00+00:00,Short,13772.25,100790.0,False,0.0,0.0,
2021-06-04 15:05:00+00:00,Flat,13771.25,100855.0,True,0.0,0.0,
2021-06-04 15:10:00+00:00,Short,13767.75,100850.0,False,0.0,0.0,
2021-06-04 15:15:00+00:00,Flat,13769.25,100835.0,False,0.0,0.0,
2021-06-04 15:20:00+00:00,Short,13769.75,100830.0,False,0.0,0.0,
2021-06-04 15:25:00+00:00,Flat,13767.25,100830.0,True,0.0,0.0,
2021-06-04 15:30:00+00:00,Short,13767.0,100825.0,False,0.0,0.0,
2021-06-04 15:35:00+00:00,Flat,13763.25,100725.0,True,0.0,0.0,
2021-06-04 15:40:00+00:00,Short,13768.0,100720.0,False,0.0,0.0,
2021-06-04 15:45:00+00:00,Flat,13774.5,100685.0,False,0.0,0.0,
2021-06-04 15:50:00+00:00,Short,13776.0,100680.0,False,0.0,0.0,
2021-06-04 15:55:00+00:00,Flat,13766.5,100700.0,True,0.0,0.0,
2021-06-04 16:00:00+00:00,Short,13765.25,100695.0,False,0.0,0.0,
2021-06-04 16:05:00+00:00,Flat,13759.5,100705.0,True,0.0,0.0,
2021-06-04 16:10:00+00:00,Short,13758.75,100700.0,False,0.0,0.0,
