date,trade_type,price,portfolio_value,profitable,position_from,position_to,exit_reason
2020-06-25 16:10:00+00:00,Short,10087.5,99995.0,False,0.0,10087.5,
2020-06-25 16:30:00+00:00,Flat,10079.75,99875.0,True,10087.5,0.0,
2020-06-25 16:50:00+00:00,Short,10100.5,99870.0,False,0.0,0.0,
2020-06-25 16:55:00+00:00,Flat,10097.5,99845.0,True,0.0,0.0,
2020-06-25 19:00:00+00:00,Short,10095.5,99840.0,False,0.0,0.0,
2020-06-25 19:20:00+00:00,Long,10115.0,99475.0,False,0.0,0.0,
2020-06-25 19:25:00+00:00,Short,10114.5,99475.0,False,0.0,0.0,
2020-06-26 13:30:00+00:00,Flat,9941.0,102850.0,True,0.0,0.0,
2020-06-26 13:55:00+00:00,Short,9913.75,102845.0,False,0.0,0.0,
2020-06-26 14:05:00+00:00,Flat,9925.0,103205.0,False,0.0,0.0,
2020-06-26 14:10:00+00:00,Long,9912.25,103200.0,False,0.0,0.0,
2020-06-26 14:20:00+00:00,Flat,9908.25,102860.0,False,0.0,0.0,
2020-06-26 14:40:00+00:00,Short,9871.0,102855.0,False,0.0,0.0,
2020-06-26 14:55:00+00:00,Flat,9879.0,102515.0,False,0.0,0.0,
2020-06-26 15:05:00+00:00,Long,9873.5,102510.0,False,0.0,0.0,
2020-06-26 15:35:00+00:00,Flat,9849.25,102710.0,False,0.0,0.0,
2020-06-26 15:45:00+00:00,Long,9879.25,102705.0,False,0.0,0.0,
2020-06-26 15:50:00+00:00,Short,9827.25,102975.0,False,0.0,0.0,
2020-06-26 16:35:00+00:00,Flat,9847.5,102795.0,False,0.0,0.0,
2020-06-26 16:40:00+00:00,Long,9850.0,102790.0,False,0.0,0.0,
2020-06-26 16:45:00+00:00,Flat,9848.5,102705.0,False,0.0,0.0,
2020-06-26 16:50:00+00:00,Long,9844.5,102700.0,False,0.0,0.0,
2020-06-26 16:55:00+00:00,Short,9844.75,104070.0,True,0.0,0.0,
2020-06-29 13:30:00+00:00,Long,9913.75,103770.0,False,0.0,0.0,
2020-06-29 14:35:00+00:00,Flat,9918.25,103585.0,True,0.0,0.0,
2020-06-29 14:40:00+00:00,Short,9919.25,103580.0,False,0.0,0.0,
2020-06-29 14:50:00+00:00,Flat,9896.5,103610.0,True,0.0,0.0,
2020-06-29 14:55:00+00:00,Long,9895.0,103605.0,False,0.0,0.0,
2020-06-29 15:05:00+00:00,Flat,9885.75,103595.0,False,0.0,0.0,
2020-06-29 15:10:00+00:00,Long,9878.75,103590.0,False,0.0,0.0,
2020-06-29 15:15:00+00:00,Short,9882.0,103700.0,True,0.0,0.0,
2020-06-29 15:25:00+00:00,Flat,9895.0,103165.0,False,0.0,0.0,
2020-06-29 15:30:00+00:00,Short,9914.5,103160.0,False,0.0,0.0,
2020-06-29 15:35:00+00:00,Flat,9909.75,103255.0,True,0.0,0.0,
2020-06-29 15:40:00+00:00,Short,9904.75,103250.0,False,0.0,0.0,
2020-06-29 15:55:00+00:00,Flat,9950.75,101955.0,False,0.0,0.0,
2020-06-29 16:05:00+00:00,Long,9963.75,101950.0,False,0.0,0.0,
2020-06-29 16:10:00+00:00,Flat,9973.5,101960.0,True,0.0,0.0,
2020-06-29 16:30:00+00:00,Short,9974.25,101955.0,False,0.0,0.0,
2020-06-29 18:30:00+00:00,Flat,9997.0,101515.0,False,0.0,0.0,
2020-06-29 18:35:00+00:00,Short,10003.5,101510.0,False,0.0,0.0,
2020-06-29 18:50:00+00:00,Flat,10001.0,101545.0,True,0.0,0.0,
2020-06-29 19:10:00+00:00,Short,9995.5,101540.0,False,0.0,0.0,
2020-06-29 20:00:00+00:00,Long,9991.75,100080.0,True,0.0,0.0,
2020-06-30 13:30:00+00:00,Flat,10067.0,100000.0,True,0.0,0.0,
2020-06-30 13:35:00+00:00,Long,10063.25,99995.0,False,0.0,0.0,
2020-06-30 13:40:00+00:00,Flat,10051.5,100235.0,False,0.0,0.0,
2020-06-30 13:45:00+00:00,Long,10063.75,100230.0,False,0.0,0.0,
2020-06-30 13:55:00+00:00,Short,10069.0,100030.0,True,0.0,0.0,
2020-06-30 14:35:00+00:00,Flat,10087.0,99375.0,False,0.0,0.0,
2020-06-30 14:40:00+00:00,Short,10092.25,99370.0,False,0.0,0.0,
2020-06-30 14:45:00+00:00,Flat,10089.0,99180.0,True,0.0,0.0,
2020-06-30 14:50:00+00:00,Short,10098.25,99175.0,False,0.0,0.0,
2020-06-30 14:55:00+00:00,Flat,10100.75,99560.0,False,0.0,0.0,
2020-06-30 15:00:00+00:00,Short,10081.25,99555.0,False,0.0,0.0,
2020-06-30 15:15:00+00:00,Flat,10084.75,99115.0,False,0.0,0.0,
2020-06-30 15:20:00+00:00,Long,10103.5,99110.0,False,0.0,0.0,
2020-06-30 15:25:00+00:00,Flat,10104.25,99310.0,True,0.0,0.0,
2020-06-30 15:30:00+00:00,Long,10114.5,99305.0,False,0.0,0.0,
2020-06-30 15:40:00+00:00,Flat,10114.0,99490.0,False,0.0,0.0,
2020-06-30 15:45:00+00:00,Long,10121.25,99485.0,False,0.0,0.0,
2020-06-30 15:50:00+00:00,Flat,10168.5,98780.0,True,0.0,0.0,
2020-06-30 15:55:00+00:00,Long,10133.5,98775.0,False,0.0,0.0,
2020-06-30 16:30:00+00:00,Flat,10132.0,98770.0,False,0.0,0.0,
2020-06-30 16:35:00+00:00,Short,10132.25,98765.0,False,0.0,0.0,
2020-06-30 18:20:00+00:00,Flat,10133.75,98640.0,False,0.0,0.0,
2020-06-30 18:25:00+00:00,Short,10144.75,98635.0,False,0.0,0.0,
2020-06-30 18:30:00+00:00,Flat,10143.5,98590.0,True,0.0,0.0,
2020-06-30 18:35:00+00:00,Short,10145.5,98585.0,False,0.0,0.0,
2020-06-30 18:40:00+00:00,Long,10147.25,98690.0,False,0.0,0.0,
2020-06-30 18:45:00+00:00,Flat,10141.5,98535.0,False,0.0,0.0,
2020-06-30 18:55:00+00:00,Long,10133.5,98530.0,False,0.0,0.0,
2020-06-30 19:20:00+00:00,Flat,10138.5,98515.0,True,0.0,0.0,
2020-06-30 19:25:00+00:00,Short,10133.75,98510.0,False,0.0,0.0,
2020-06-30 19:30:00+00:00,Flat,10131.5,98560.0,True,0.0,0.0,
2020-06-30 19:35:00+00:00,Short,10128.75,98555.0,False,0.0,0.0,
2020-06-30 19:40:00+00:00,Flat,10130.25,98570.0,False,0.0,0.0,
2020-06-30 19:45:00+00:00,Short,10129.25,98565.0,False,0.0,0.0,
2020-06-30 19:50:00+00:00,Long,10129.25,98540.0,False,0.0,0.0,
2020-06-30 19:55:00+00:00,Short,10130.0,98520.0,True,0.0,0.0,
2020-06-30 20:00:00+00:00,Flat,10129.5,96030.0,True,0.0,0.0,
2020-07-01 13:30:00+00:00,Long,10253.75,96025.0,False,0.0,0.0,
2020-07-01 13:35:00+00:00,Flat,10262.0,95715.0,True,0.0,0.0,
2020-07-01 13:40:00+00:00,Long,10246.75,95710.0,False,0.0,0.0,
2020-07-01 13:45:00+00:00,Flat,10251.5,95790.0,True,0.0,0.0,
2020-07-01 14:10:00+00:00,Long,10267.5,95785.0,False,0.0,0.0,
2020-07-01 14:40:00+00:00,Flat,10244.5,95415.0,False,0.0,0.0,
2020-07-01 14:45:00+00:00,Long,10248.25,95410.0,False,0.0,0.0,
2020-07-01 14:55:00+00:00,Flat,10264.0,95765.0,True,0.0,0.0,
