date,action,price,contracts,portfolio_value,atr,stop_loss_price,take_profit_price,profit,exit_reason,entry_price,entry_portfolio,position_from,position_to
2021-06-29 15:40:00+00:00,buy,14558.75,1,100000.0,-0.31417516567339027,,,,,,,0,0
2021-06-29 20:00:00+00:00,sell,14592.0,1,93369.0,,,,-6631.0,end_of_day,14558.75,100000.0,0,0
2021-06-30 13:30:00+00:00,buy,14546.0,1,93369.0,-0.22690400670120786,,,,,,,0,1
2021-06-30 20:00:00+00:00,sell,14557.0,1,86310.5,,,,-7058.5,end_of_day,14546.0,93369.0,1,0
2021-07-01 13:30:00+00:00,buy,14515.5,1,86310.5,-0.13588018880633856,,,,,,,0,1
2021-07-01 20:00:00+00:00,sell,14532.5,1,79384.25,,,,-6926.25,end_of_day,14515.5,86310.5,1,0
2021-07-02 13:30:00+00:00,buy,14682.5,1,79384.25,-0.3113220275385008,,,,,,,0,1
2021-07-02 16:55:00+00:00,sell,14701.0,1,72403.75,,,,-6980.5,end_of_day,14682.5,79384.25,1,0
2021-07-05 18:00:00+00:00,buy,14703.75,1,72403.75,-0.5053091890763614,,,,,,,0,1
2021-07-05 20:00:00+00:00,sell,14717.5,1,65320.0,,,,-7083.75,end_of_day,14703.75,72403.75,1,0
2021-07-06 13:30:00+00:00,buy,14718.0,1,65320.0,0.08149658614078105,14717.719891700572,14718.525860916832,,,,,0,1
2021-07-06 13:35:00+00:00,sell,14717.719891700572,1,57955.53788816116,,,,-7364.462111838838,stop_loss,14718.0,65320.0,1,0
2021-07-06 13:35:00+00:00,buy,14719.0,1,57955.53788816116,0.04644988596846763,14718.840349158372,14719.299720280062,,,,,0,1
2021-07-06 13:40:00+00:00,sell,14718.840349158372,1,50592.924696749404,,,,-7362.613191411758,stop_loss,14719.0,57955.53788816116,1,0
2021-07-06 13:40:00+00:00,buy,14734.25,1,50592.924696749404,0.058488346793025565,14734.048972298935,14734.62739906817,,,,,0,1
2021-07-06 13:45:00+00:00,sell,14734.048972298935,1,43221.87965657864,,,,-7371.045040170767,stop_loss,14734.25,50592.924696749404,1,0
2021-07-06 13:45:00+00:00,buy,14737.75,1,43221.87965657864,0.031667044004882496,14737.641158608425,14737.954333231395,,,,,0,1
2021-07-06 13:50:00+00:00,sell,14737.641158608425,1,35850.88224944294,,,,-7370.997407135696,stop_loss,14737.75,43221.87965657864,1,0
2021-07-06 13:50:00+00:00,buy,14739.0,1,35850.88224944294,-0.007562604391740649,,,,,,,0,1
2021-07-06 20:00:00+00:00,sell,14766.0,1,29007.88224944294,,,,-6843.0,end_of_day,14739.0,35850.88224944294,1,0
2021-07-07 13:30:00+00:00,buy,14792.0,1,29007.88224944294,0.0655524145692295,14791.774692705083,14792.422980329095,,,,,0,1
2021-07-07 13:35:00+00:00,sell,14791.774692705083,1,21607.48875719206,,,,-7400.393492250883,stop_loss,14792.0,29007.88224944294,1,0
2021-07-07 13:35:00+00:00,buy,14782.0,1,21607.48875719206,0.05819239603800263,14781.79998949814,14782.37548943069,,,,,0,1
2021-07-07 13:40:00+00:00,sell,14781.79998949814,1,14212.588552405807,,,,-7394.900204786252,stop_loss,14782.0,21607.48875719206,1,0
2021-07-07 13:40:00+00:00,buy,14782.25,1,14212.588552405807,0.03424502287515323,14782.13229795166,14782.470967772748,,,,,0,1
2021-07-07 20:00:00+00:00,sell,14813.75,1,7435.713552405807,,,,-6776.875,end_of_day,14782.25,14212.588552405807,1,0
2021-07-08 13:30:00+00:00,buy,14744.5,1,7435.713552405807,0.32293756224359343,14743.390045636696,14746.583771242485,,,,,0,1
2021-07-08 13:35:00+00:00,sell,14743.390045636696,1,41.81944232137944,,,,-7393.894110084427,stop_loss,14744.5,7435.713552405807,1,0
2021-07-08 13:35:00+00:00,buy,14749.5,1,41.81944232137944,0.29454881226922713,14748.487619349347,14751.400591372063,,,,,0,1
2021-07-08 13:40:00+00:00,sell,14748.487619349347,1,100.0,,,,58.18055767862056,stop_loss,14749.5,41.81944232137944,1,0
2021-07-08 13:40:00+00:00,buy,14744.5,1,100.0,0.2668285831583089,14743.582895318608,14746.221725166919,,,,,0,1
2021-07-08 13:45:00+00:00,sell,14743.582895318608,1,100.0,,,,-0.0,stop_loss,14744.5,100.0,1,0
2021-07-08 13:45:00+00:00,buy,14737.5,1,100.0,0.2442705551498358,14736.660428515557,14739.076168330097,,,,,0,1
2021-07-08 13:50:00+00:00,sell,14736.660428515557,1,100.0,,,,-0.0,stop_loss,14737.5,100.0,1,0
2021-07-08 13:50:00+00:00,buy,14734.5,1,100.0,0.21946158941559496,14733.745698310668,14735.91608720174,,,,,0,1
2021-07-08 13:55:00+00:00,sell,14733.745698310668,1,100.0,,,,-0.0,stop_loss,14734.5,100.0,1,0
2021-07-08 13:55:00+00:00,buy,14734.25,1,100.0,0.19525127645688833,14733.57891050289,14735.509868911231,,,,,0,1
2021-07-08 14:00:00+00:00,sell,14733.57891050289,1,100.0,,,,-0.0,stop_loss,14734.25,100.0,1,0
2021-07-08 14:00:00+00:00,buy,14732.25,1,100.0,0.17809193141566915,14731.637888126204,14733.399147354134,,,,,0,1
2021-07-08 14:05:00+00:00,sell,14731.637888126204,1,100.0,,,,-0.0,stop_loss,14732.25,100.0,1,0
2021-07-08 14:05:00+00:00,buy,14727.25,1,100.0,0.1676182585600603,14726.673886722358,14728.331565440936,,,,,0,1
2021-07-08 14:10:00+00:00,sell,14726.673886722358,1,100.0,,,,-0.0,stop_loss,14727.25,100.0,1,0
2021-07-08 14:10:00+00:00,buy,14730.5,1,100.0,0.13643365832222304,14730.03106992787,14731.38034520278,,,,,0,1
2021-07-08 14:15:00+00:00,sell,14730.03106992787,1,100.0,,,,-0.0,stop_loss,14730.5,100.0,1,0
2021-07-08 14:15:00+00:00,buy,14710.25,1,100.0,0.17070521022451543,14709.66327669779,14711.351484155442,,,,,0,1
2021-07-08 14:20:00+00:00,sell,14709.66327669779,1,100.0,,,,-0.0,stop_loss,14710.25,100.0,1,0
2021-07-08 14:20:00+00:00,buy,14698.75,1,100.0,0.16814607467559753,14698.17207258901,14699.83497120159,,,,,0,1
2021-07-08 14:25:00+00:00,sell,14698.17207258901,1,100.0,,,,-0.0,stop_loss,14698.75,100.0,1,0
2021-07-08 14:25:00+00:00,sell,14703.5,1,100.0,0.15927853843176806,14704.047449195705,14702.47224703245,,,,,0,-1
2021-07-08 14:30:00+00:00,buy,14704.047449195705,1,100.0,,,,-0.0,stop_loss,14703.5,100.0,-1,0
2021-07-08 14:30:00+00:00,sell,14713.5,1,100.0,0.17880769219922008,14714.11457198342,14712.346234162569,,,,,0,-1
2021-07-08 14:35:00+00:00,buy,14714.11457198342,1,100.0,,,,-0.0,stop_loss,14713.5,100.0,-1,0
2021-07-08 14:35:00+00:00,sell,14708.5,1,100.0,0.15344509693445463,14709.027399332821,14707.509887613967,,,,,0,-1
2021-07-08 14:40:00+00:00,buy,14709.027399332821,1,100.0,,,,-0.0,stop_loss,14708.5,100.0,-1,0
2021-07-08 14:40:00+00:00,sell,14712.5,1,100.0,0.13625828850816515,14712.968327316325,14711.62078637997,,,,,0,-1
2021-07-08 14:45:00+00:00,buy,14712.968327316325,1,100.0,,,,-0.0,stop_loss,14712.5,100.0,-1,0
2021-07-08 14:45:00+00:00,sell,14689.5,1,100.0,0.17331620494980418,14690.095697436305,14688.381668266702,,,,,0,-1
2021-07-08 14:50:00+00:00,buy,14690.095697436305,1,100.0,,,,-0.0,stop_loss,14689.5,100.0,-1,0
2021-07-08 14:50:00+00:00,sell,14690.0,1,100.0,0.1603857892587346,14690.551254878383,14688.965102439497,,,,,0,-1
2021-07-08 14:55:00+00:00,buy,14690.551254878383,1,100.0,,,,-0.0,stop_loss,14690.0,100.0,-1,0
2021-07-08 14:55:00+00:00,sell,14708.75,1,100.0,0.19636125193173337,14709.424904544554,14707.482968914885,,,,,0,-1
2021-07-08 15:00:00+00:00,buy,14709.424904544554,1,100.0,,,,-0.0,stop_loss,14708.75,100.0,-1,0
2021-07-08 15:00:00+00:00,sell,14710.75,1,100.0,0.1920007739428796,14711.409917339175,14709.511105123549,,,,,0,-1
2021-07-08 15:05:00+00:00,buy,14711.409917339175,1,100.0,,,,-0.0,stop_loss,14710.75,100.0,-1,0
2021-07-08 15:05:00+00:00,sell,14705.25,1,100.0,0.18610721265014588,14705.88966084121,14704.04913363114,,,,,0,-1
2021-07-08 15:10:00+00:00,buy,14705.88966084121,1,100.0,,,,-0.0,stop_loss,14705.25,100.0,-1,0
2021-07-08 15:10:00+00:00,buy,14692.75,1,100.0,0.1998938044029974,14692.06295387612,14694.039825061762,,,,,0,1
2021-07-08 15:15:00+00:00,sell,14692.06295387612,1,100.0,,,,-0.0,stop_loss,14692.75,100.0,1,0
2021-07-08 15:15:00+00:00,buy,14683.0,1,100.0,0.2080750544391866,14682.284834464703,14684.342614998723,,,,,0,1
2021-07-08 15:20:00+00:00,sell,14682.284834464703,1,100.0,,,,-0.0,stop_loss,14683.0,100.0,1,0
2021-07-08 15:20:00+00:00,buy,14695.0,1,100.0,0.21564597443291406,14694.258812791588,14696.391466749668,,,,,0,1
2021-07-08 15:25:00+00:00,sell,14694.258812791588,1,100.0,,,,-0.0,stop_loss,14695.0,100.0,1,0
2021-07-08 15:25:00+00:00,buy,14693.25,1,100.0,0.21176608289134666,14692.522148194617,14694.616431549794,,,,,0,1
2021-07-08 15:30:00+00:00,sell,14692.522148194617,1,100.0,,,,-0.0,stop_loss,14693.25,100.0,1,0
2021-07-08 15:30:00+00:00,buy,14698.25,1,100.0,0.2244940207231246,14697.478401564358,14699.69855922378,,,,,0,1
2021-07-08 15:35:00+00:00,sell,14697.478401564358,1,100.0,,,,-0.0,stop_loss,14698.25,100.0,1,0
2021-07-08 15:35:00+00:00,buy,14715.0,1,100.0,0.24163160889379331,14714.169498720617,14716.55914039355,,,,,0,1
2021-07-08 15:40:00+00:00,sell,14714.169498720617,1,100.0,,,,-0.0,stop_loss,14715.0,100.0,1,0
2021-07-08 15:40:00+00:00,buy,14694.25,1,100.0,0.27862109097838456,14693.292363813329,14696.047816930608,,,,,0,1
2021-07-08 15:45:00+00:00,sell,14693.292363813329,1,100.0,,,,-0.0,stop_loss,14694.25,100.0,1,0
2021-07-08 15:45:00+00:00,buy,14673.0,1,100.0,0.296696480078784,14671.980237695632,14674.914449309148,,,,,0,1
2021-07-08 15:50:00+00:00,sell,14671.980237695632,1,100.0,,,,-0.0,stop_loss,14673.0,100.0,1,0
2021-07-08 15:50:00+00:00,buy,14687.75,1,100.0,0.36880236023510243,14686.482405774987,14690.12971621226,,,,,0,1
2021-07-08 20:00:00+00:00,sell,14702.5,1,100.0,,,,-0.0,end_of_day,14687.75,100.0,1,0
2021-07-09 13:30:00+00:00,buy,14808.25,1,100.0,-0.23897043005773072,,,,,,,0,1
2021-07-09 16:55:00+00:00,sell,14814.25,1,100.0,,,,-0.0,end_of_day,14808.25,100.0,1,0
2021-07-12 13:30:00+00:00,buy,14833.25,1,100.0,-0.2684408616799969,,,,,,,0,1
2021-07-12 20:00:00+00:00,sell,14878.0,1,100.0,,,,-0.0,end_of_day,14833.25,100.0,1,0
