date,trade_type,price,portfolio_value,profitable,position_from,position_to,exit_reason
2021-06-29 15:40:00+00:00,Long,14558.75,99995.0,False,0.0,14558.75,
2021-06-29 16:05:00+00:00,Flat,14582.5,100485.0,True,14558.75,0.0,
2021-06-29 16:15:00+00:00,Short,14582.5,100480.0,False,0.0,0.0,
2021-06-30 13:30:00+00:00,Flat,14546.0,101160.0,True,0.0,0.0,
2021-06-30 14:10:00+00:00,Long,14533.0,101155.0,False,0.0,0.0,
2021-06-30 15:20:00+00:00,Flat,14556.0,101495.0,True,0.0,0.0,
2021-06-30 16:10:00+00:00,Short,14553.0,101490.0,False,0.0,0.0,
2021-07-01 13:30:00+00:00,Flat,14515.5,101925.0,True,0.0,0.0,
2021-07-01 14:35:00+00:00,Long,14543.0,101920.0,False,0.0,0.0,
2021-07-01 15:30:00+00:00,Flat,14550.25,101810.0,True,0.0,0.0,
2021-07-01 16:15:00+00:00,Short,14539.25,101805.0,False,0.0,0.0,
2021-07-02 13:30:00+00:00,Flat,14682.5,98865.0,False,0.0,0.0,
2021-07-02 13:45:00+00:00,Short,14692.25,98860.0,False,0.0,0.0,
2021-07-02 14:45:00+00:00,Flat,14690.75,98970.0,True,0.0,0.0,
2021-07-02 14:50:00+00:00,Long,14686.0,98965.0,False,0.0,0.0,
2021-07-02 15:25:00+00:00,Flat,14706.0,99335.0,True,0.0,0.0,
2021-07-02 15:30:00+00:00,Short,14709.0,99330.0,False,0.0,0.0,
2021-07-06 14:35:00+00:00,Long,14748.75,98680.0,False,0.0,0.0,
2021-07-06 15:10:00+00:00,Flat,14761.25,99070.0,True,0.0,0.0,
2021-07-06 15:15:00+00:00,Short,14766.25,99065.0,False,0.0,0.0,
2021-07-07 13:30:00+00:00,Flat,14792.0,98810.0,False,0.0,0.0,
2021-07-07 13:40:00+00:00,Long,14782.25,98805.0,False,0.0,0.0,
2021-07-07 13:50:00+00:00,Flat,14803.5,98810.0,True,0.0,0.0,
2021-07-07 14:35:00+00:00,Long,14786.25,98805.0,False,0.0,0.0,
2021-07-07 15:00:00+00:00,Flat,14820.25,99245.0,True,0.0,0.0,
2021-07-07 15:10:00+00:00,Long,14813.0,99240.0,False,0.0,0.0,
2021-07-07 19:10:00+00:00,Flat,14813.25,99320.0,True,0.0,0.0,
2021-07-07 19:15:00+00:00,Short,14812.25,99315.0,False,0.0,0.0,
2021-07-08 13:30:00+00:00,Flat,14744.5,100600.0,True,0.0,0.0,
2021-07-08 14:20:00+00:00,Long,14698.75,100595.0,False,0.0,0.0,
2021-07-08 15:55:00+00:00,Flat,14722.75,100785.0,True,0.0,0.0,
2021-07-08 16:40:00+00:00,Long,14717.75,100780.0,False,0.0,0.0,
2021-07-09 13:30:00+00:00,Flat,14808.25,102695.0,True,0.0,0.0,
2021-07-09 13:55:00+00:00,Short,14809.75,102690.0,False,0.0,0.0,
2021-07-09 14:40:00+00:00,Flat,14815.0,102600.0,False,0.0,0.0,
2021-07-09 14:45:00+00:00,Long,14811.75,102595.0,False,0.0,0.0,
2021-07-09 15:45:00+00:00,Flat,14818.0,102755.0,True,0.0,0.0,
2021-07-09 16:05:00+00:00,Short,14808.5,102750.0,False,0.0,0.0,
2021-07-12 13:30:00+00:00,Long,14833.25,102310.0,False,0.0,0.0,
2021-07-12 14:05:00+00:00,Flat,14848.5,102600.0,True,0.0,0.0,
2021-07-12 14:10:00+00:00,Short,14847.75,102595.0,False,0.0,0.0,
2021-07-13 13:30:00+00:00,Long,14895.75,102080.0,False,0.0,0.0,
2021-07-14 13:35:00+00:00,Flat,14921.0,103045.0,True,0.0,0.0,
2021-07-14 14:35:00+00:00,Long,14927.75,103040.0,False,0.0,0.0,
2021-07-22 15:25:00+00:00,Flat,14928.0,102930.0,True,0.0,0.0,
2021-07-22 16:05:00+00:00,Short,14940.5,102925.0,False,0.0,0.0,
2021-07-23 14:45:00+00:00,Long,15102.5,99840.0,False,0.0,0.0,
2021-07-23 15:35:00+00:00,Flat,15111.5,99990.0,True,0.0,0.0,
2021-07-23 16:05:00+00:00,Short,15092.75,99985.0,False,0.0,0.0,
